Airport,Nearest Airport,Distance (km),Flight Time (hours),Fuel Required (liters)
Keflavik International Airport,Selfoss Airport,77.08224016418293,0.09635280020522867,240.8820005130717
Keflavik International Airport,Grundarfjörður Airport,116.0778157312617,0.14509726966407713,362.74317416019284
Keflavik International Airport,Bakki Airport,130.79792756192984,0.1634974094524123,408.74352363103077
Keflavik International Airport,Vestmannaeyjar Airport,130.92038507200692,0.16365048134000865,409.1262033500216
Patreksfjörður Airport,Bildudalur Airport,21.538379502919245,0.026922974378649055,67.30743594662263
Patreksfjörður Airport,Ísafjörður Airport,67.65721880733678,0.08457152350917096,211.42880877292743
Patreksfjörður Airport,Grundarfjörður Airport,71.79618387365878,0.08974522984207348,224.3630746051837
Patreksfjörður Airport,Gjögur Airport,130.38084142524556,0.16297605178155694,407.4401294538923
Patreksfjörður Airport,Reykjavik Airport,185.71369665986214,0.23214212082482766,580.3553020620692
Reykjavik Airport,Keflavik International Airport,36.27309540140968,0.0453413692517621,113.35342312940524
Reykjavik Airport,Selfoss Airport,49.48090644548059,0.06185113305685074,154.62783264212686
Reykjavik Airport,Bakki Airport,109.37665002039499,0.13672081252549373,341.80203131373435
Reykjavik Airport,Vestmannaeyjar Airport,113.5951015123147,0.14199387689039336,354.9846922259834
Reykjavik Airport,Grundarfjörður Airport,114.07228933822219,0.14259036167277775,356.4759041819444
Siglufjörður Airport,Sauðárkrókur Airport,53.82798063345704,0.0672849757918213,168.21243947955324
Siglufjörður Airport,Grímsey Airport,61.14974838593147,0.07643718548241434,191.09296370603585
Siglufjörður Airport,Akureyri Airport,65.31109732319096,0.0816388716539887,204.09717913497175
Siglufjörður Airport,Húsavík Airport,70.51921471244785,0.08814901839055982,220.37254597639955
Siglufjörður Airport,Reykjahlíð Airport,105.52916233184574,0.1319114529148072,329.77863228701796
Vestmannaeyjar Airport,Bakki Airport,16.29310529529068,0.02036638161911335,50.91595404778337
Vestmannaeyjar Airport,Selfoss Airport,67.66459670568386,0.08458074588210483,211.45186470526207
Vestmannaeyjar Airport,Reykjavik Airport,113.5951015123147,0.14199387689039336,354.9846922259834
Vestmannaeyjar Airport,Kirkjubæjarklaustur Airport,120.15265749072337,0.1501908218634042,375.47705465851055
Vestmannaeyjar Airport,Keflavik International Airport,130.92038507200692,0.16365048134000865,409.1262033500216
Sault Ste Marie Airport,Chippewa County International Airport,26.18851011735077,0.032735637646688465,81.83909411672116
Sault Ste Marie Airport,Luce County Airport,75.4150471836113,0.09426880897951413,235.67202244878533
Sault Ste Marie Airport,Drummond Island Airport,79.25185931500211,0.09906482414375263,247.66206035938157
Sault Ste Marie Airport,Cheboygan County Airport,92.4042628939469,0.11550532861743364,288.7633215435841
Sault Ste Marie Airport,Pellston Regional Airport of Emmet County Airport,104.01020066003048,0.1300127508250381,325.03187706259524
Winnipeg / St. Andrews Airport,Winnipeg / James Armstrong Richardson International Airport,22.0549881014263,0.027568735126782876,68.9218378169572
Winnipeg / St. Andrews Airport,Gimli Industrial Park Airport,63.598181951442896,0.07949772743930363,198.74431859825907
Winnipeg / St. Andrews Airport,Lac Du Bonnet Airport,77.69046665281549,0.09711308331601937,242.78270829004842
Winnipeg / St. Andrews Airport,Southport Airport,90.65141829332438,0.11331427286665548,283.2856821666387
Winnipeg / St. Andrews Airport,Pembina Municipal Airport,124.8025075126293,0.15600313439078664,390.0078359769666
Halifax / CFB Shearwater Heliport,Halifax / Stanfield International Airport,26.802229322997835,0.03350278665374729,83.75696663436823
Halifax / CFB Shearwater Heliport,Waterville / Kings County Municipal Airport,101.96553989991469,0.12745692487489335,318.64231218723336
Halifax / CFB Shearwater Heliport,Liverpool South Shore Regional Airport,117.20477326096231,0.14650596657620288,366.2649164405072
Halifax / CFB Shearwater Heliport,CFB Greenwood,118.49066341564854,0.14811332926956067,370.2833231739017
Halifax / CFB Shearwater Heliport,Digby (General Hospital) Heliport,179.55527341109814,0.22444409176387267,561.1102294096817
St. Anthony Airport,Lourdes de Blanc Sablon Airport,76.88971056683796,0.09611213820854746,240.28034552136864
St. Anthony Airport,Mary's Harbour Airport,102.64607538120492,0.12830759422650614,320.76898556626537
St. Anthony Airport,St. Lewis (Fox Harbour) Airport,112.7179065021095,0.1408973831276369,352.2434578190922
St. Anthony Airport,Port Hope Simpson Airport,127.1887091650424,0.158985886456303,397.46471614075745
St. Anthony Airport,Williams Harbour Airport,132.33617099604473,0.16542021374505592,413.5505343626398
Tofino / Long Beach Airport,Comox Airport,95.31442535653287,0.11914303169566608,297.8575792391652
Tofino / Long Beach Airport,Campbell River Airport,103.53025868318504,0.1294128233539813,323.53205838495325
Tofino / Long Beach Airport,Texada Gillies Bay Airport,114.03801579515702,0.14254751974394628,356.3687993598657
Tofino / Long Beach Airport,Powell River Airport,124.8633202199577,0.15607915027494712,390.1978756873678
Tofino / Long Beach Airport,Nanaimo Harbour Water Airport,133.7218962874518,0.16715237035931477,417.88092589828693
Kugaaruk Airport,Taloyoak Airport,188.10420940490172,0.23513026175612717,587.8256543903179
Kugaaruk Airport,Gjoa Haven Airport,246.43572954540562,0.308044661931757,770.1116548293925
Kugaaruk Airport,Repulse Bay Airport,271.541336868758,0.3394266710859475,848.5666777148687
Kugaaruk Airport,Igloolik Airport,333.3341217471707,0.41666765218396334,1041.6691304599083
Kugaaruk Airport,Hall Beach Airport,348.8293900319751,0.43603673753996885,1090.091843849922
Baie Comeau Airport,Mont Joli Airport,58.261996742883206,0.072827495928604,182.06873982151
Baie Comeau Airport,Matane Airport,62.932439816779706,0.07866554977097463,196.66387442743658
Baie Comeau Airport,Rimouski Airport,75.87865015010696,0.0948483126876337,237.12078171908425
Baie Comeau Airport,Forestville Airport,78.25884051078539,0.09782355063848173,244.55887659620433
Baie Comeau Airport,Rivière-du-Loup Airport,183.21476228525634,0.22901845285657044,572.5461321414261
CFB Bagotville,Alma Airport,51.728788100501454,0.06466098512562682,161.65246281406704
CFB Bagotville,Roberval Airport,96.264492665552,0.12033061583193999,300.82653957984996
CFB Bagotville,Charlevoix Airport,99.86027368865489,0.12482534211081861,312.0633552770465
CFB Bagotville,Dolbeau St Felicien Airport,113.30297017792199,0.1416287127224025,354.07178180600624
CFB Bagotville,Rivière-du-Loup Airport,122.64053774174397,0.15330067217717996,383.2516804429499
Baker Lake Airport,Rankin Inlet Airport,257.36996287866185,0.32171245359832734,804.2811339958183
Baker Lake Airport,Chesterfield Inlet Airport,283.7523578428302,0.3546904473035377,886.7261182588443
Baker Lake Airport,Whale Cove Airport,288.3378568307326,0.36042232103841576,901.0558025960394
Baker Lake Airport,Arviat Airport,371.6244989164088,0.464530623645511,1161.3265591137774
Baker Lake Airport,Gjoa Haven Airport,483.7081623606902,0.6046352029508628,1511.588007377157
Campbell River Airport,Comox Airport,38.41719977862033,0.048021499723275414,120.05374930818853
Campbell River Airport,Powell River Airport,56.89831633542073,0.07112289541927591,177.8072385481898
Campbell River Airport,Texada Gillies Bay Airport,61.24243120316565,0.07655303900395706,191.38259750989266
Campbell River Airport,Tofino / Long Beach Airport,103.53025868318504,0.1294128233539813,323.53205838495325
Campbell River Airport,Nanaimo Harbour Water Airport,128.12944189391536,0.1601618023673942,400.4045059184855
Brandon Municipal Airport,Virden/R.J. (Bob) Andrew Field Regional Aerodrome,69.50639179166146,0.08688298973957682,217.20747434894207
Brandon Municipal Airport,Southport Airport,120.54417895171525,0.15068022368964407,376.7005592241102
Brandon Municipal Airport,Dauphin Barker Airport,132.6532836379436,0.1658166045474295,414.54151136857377
Brandon Municipal Airport,Winnipeg / James Armstrong Richardson International Airport,194.7908562881374,0.24348857036017177,608.7214259004294
Brandon Municipal Airport,Minot Air Force Base,195.28132133299866,0.2441016516662483,610.2541291656207
Cambridge Bay Airport,Doris Lake,124.44765592246569,0.15555956990308212,388.8989247577053
Cambridge Bay Airport,Gjoa Haven Airport,377.1124558203353,0.4713905697754191,1178.4764244385478
Cambridge Bay Airport,Kugluktuk Airport,434.0717426200294,0.5425896782750368,1356.4741956875919
Cambridge Bay Airport,Taloyoak Airport,457.60470147744854,0.5720058768468107,1430.0146921170267
Cambridge Bay Airport,Ulukhaktok Holman Airport,517.9854431968068,0.6474818039960085,1618.7045099900213
Nanaimo Airport,Nanaimo Harbour Water Airport,15.424082407609005,0.019280103009511256,48.20025752377814
Nanaimo Airport,Ganges Seaplane Base,35.2580857089363,0.04407260713617037,110.18151784042594
Nanaimo Airport,Vancouver International Airport,52.390711828020315,0.0654883897850254,163.7209744625635
Nanaimo Airport,Vancouver International Seaplane Base,52.99424363345044,0.06624280454181304,165.6070113545326
Nanaimo Airport,Victoria Airport,54.191223221184465,0.06773902902648059,169.34757256620148
Castlegar/West Kootenay Regional Airport,Trail Airport,26.832477901801244,0.033540597377251555,83.85149344312889
Castlegar/West Kootenay Regional Airport,Grand Forks Airport,66.11996302442701,0.08264995378053376,206.6248844513344
Castlegar/West Kootenay Regional Airport,Sandpoint Airport,135.98530750941524,0.16998163438676905,424.95408596692266
Castlegar/West Kootenay Regional Airport,Cranbrook/Canadian Rockies International Airport,138.61355878685407,0.17326694848356758,433.16737120891895
Castlegar/West Kootenay Regional Airport,Penticton Airport,144.2410835234431,0.1803013544043039,450.75338601075975
Miramichi Airport,Bathurst Airport,72.52671655151559,0.09065839568939449,226.64598922348623
Miramichi Airport,Greater Moncton International Airport,115.77001067883337,0.1447125133485417,361.7812833713543
Miramichi Airport,Bonaventure Airport,118.22178726705897,0.1477772340838237,369.4430852095593
Miramichi Airport,Charlo Airport,127.87062726675781,0.15983828408344725,399.59571020861813
Miramichi Airport,Summerside Airport,138.66735517091263,0.17333419396364078,433.3354849091019
Charlo Airport,Bathurst Airport,59.78280355723664,0.0747285044465458,186.8212611163645
Charlo Airport,Bonaventure Airport,65.49645387175366,0.08187056733969207,204.67641834923018
Charlo Airport,Matane Airport,127.2119974863919,0.15901499685798987,397.53749214497464
Charlo Airport,Miramichi Airport,127.87062726675781,0.15983828408344725,399.59571020861813
Charlo Airport,St Leonard Airport,146.26531976374656,0.1828316497046832,457.07912426170805
Kugluktuk Airport,Ulukhaktok Holman Airport,344.9627211248332,0.4312034014060415,1078.0085035151037
Kugluktuk Airport,Doris Lake,359.74205653586097,0.4496775706698262,1124.1939266745655
Kugluktuk Airport,Paulatuk (Nora Aliqatchialuk Ruben) Airport,402.21547393819395,0.5027693424227424,1256.923356056856
Kugluktuk Airport,Ekati Airport,402.646077123736,0.50330759640467,1258.268991011675
Kugluktuk Airport,Wekweètì Airport,407.1898606938978,0.5089873258673723,1272.4683146684306
Coronation Airport,Drumheller Municipal Airport,110.63802757458791,0.1382975344682349,345.74383617058726
Coronation Airport,Vermilion Airport,148.57680958591754,0.18572101198239693,464.3025299559923
Coronation Airport,Lloydminster Airport,165.7292304891589,0.20716153811144863,517.9038452786216
Coronation Airport,Kindersley Airport,168.0489963884308,0.2100612454855385,525.1531137138462
Coronation Airport,Red Deer Regional Airport,168.12547638073934,0.21015684547592417,525.3921136898105
Chilliwack Airport,Abbotsford Airport,33.92830455883898,0.04241038069854872,106.0259517463718
Chilliwack Airport,Hope Airport,40.060239331581315,0.050075299164476644,125.18824791119161
Chilliwack Airport,Langley Airport,50.8356098379134,0.06354451229739175,158.86128074347937
Chilliwack Airport,Pitt Meadows Airport,56.645407040307965,0.07080675880038495,177.0168970009624
Chilliwack Airport,Bellingham International Airport,59.37960056710428,0.07422450070888036,185.56125177220088
Clyde River Airport,Qikiqtarjuaq Airport,373.5895715466033,0.4669869644332541,1167.4674110831352
Clyde River Airport,Pond Inlet Airport,413.042298483426,0.5163028731042825,1290.7571827607062
Clyde River Airport,Pangnirtung Airport,497.68951764910554,0.6221118970613819,1555.2797426534548
Clyde River Airport,Upernavik Kujalleq Heliport,499.0063845884736,0.6237579807355921,1559.3949518389802
Clyde River Airport,Upernavik Airport,504.497115273908,0.6306213940923849,1576.5534852309622
Coral Harbour Airport,Repulse Bay Airport,291.7643048748585,0.36470538109357314,911.7634527339328
Coral Harbour Airport,Cape Dorset Airport,331.67017589174804,0.41458771986468507,1036.4692996617127
Coral Harbour Airport,Ivujivik Airport,336.6228650295498,0.4207785812869373,1051.9464532173433
Coral Harbour Airport,Chesterfield Inlet Airport,375.4728219922319,0.4693410274902899,1173.3525687257247
Coral Harbour Airport,Salluit Airport,447.2297432448422,0.5590371790560528,1397.592947640132
Dawson City Airport,Eagle Airport,127.25545265695831,0.15906931582119788,397.6732895529947
Dawson City Airport,Mayo Airport,167.366835357387,0.20920854419673376,523.0213604918345
Dawson City Airport,Northway Airport,184.3592568098932,0.2304490710123665,576.1226775309162
Dawson City Airport,Beaver Creek Airport,201.8959638902399,0.2523699548627999,630.9248871569997
Dawson City Airport,Tok Junction Airport,205.30092656073617,0.2566261582009202,641.5653955023006
Burwash Airport,Haines Junction Airport,103.50773102166288,0.1293846637770786,323.46165944269654
Burwash Airport,Beaver Creek Airport,150.4300594211072,0.18803757427638398,470.09393569095994
Burwash Airport,Yakutat Airport,210.87982859892765,0.26359978574865955,658.9994643716489
Burwash Airport,Whitehorse / Erik Nielsen International Airport,227.00509297431265,0.2837563662178908,709.390915544727
Burwash Airport,Whitehorse Seaplane Base,229.26999263967534,0.28658749079959417,716.4687269989854
Princeton Airport,Penticton Airport,65.89322535981805,0.08236653169977255,205.91632924943139
Princeton Airport,Hope Airport,72.4684545830422,0.09058556822880276,226.4639205720069
Princeton Airport,Kelowna International Airport,98.0973344134184,0.12262166801677299,306.5541700419325
Princeton Airport,Chilliwack Airport,109.59751380600416,0.1369968922575052,342.492230643763
Princeton Airport,Vernon Airport,121.34835704247699,0.15168544630309624,379.2136157577406
Deer Lake Airport,Stephenville Airport,112.770551073197,0.14096318884149625,352.40797210374063
Deer Lake Airport,Gander International Airport,208.50439573387214,0.2606304946673402,651.5762366683505
Deer Lake Airport,La Tabatière Airport,212.96339283238368,0.2662042410404796,665.5106026011989
Deer Lake Airport,Chevery Airport,213.6825023924665,0.2671031279905831,667.7578199764578
Deer Lake Airport,Tête-à-la-Baleine Airport,216.66614302377485,0.27083267877971856,677.0816969492964
Dease Lake Airport,Bob Quinn Lake Airport,162.6222795934916,0.2032778494918645,508.19462372966126
Dease Lake Airport,Watson Lake Airport,200.9430231173548,0.2511787788966935,627.9469472417337
Dease Lake Airport,Teslin Airport,248.73974588547475,0.31092468235684345,777.3117058921086
Dease Lake Airport,Petersburg James A Johnson Airport,250.73009806797953,0.31341262258497443,783.5315564624361
Dease Lake Airport,Wrangell Airport,257.4095022968687,0.3217618778710859,804.4046946777147
Dauphin Barker Airport,Brandon Municipal Airport,132.6532836379436,0.1658166045474295,414.54151136857377
Dauphin Barker Airport,Swan River Airport,139.99883210599,0.1749985401324875,437.49635033121876
Dauphin Barker Airport,Virden/R.J. (Bob) Andrew Field Regional Aerodrome,149.22795724520506,0.18653494655650632,466.3373663912658
Dauphin Barker Airport,Yorkton Municipal Airport,169.48655017565994,0.21185818771957493,529.6454692989373
Dauphin Barker Airport,Southport Airport,183.471669394108,0.229339586742635,573.3489668565875
Dawson Creek Airport,Fort St John Airport,65.23566262227038,0.08154457827783798,203.86144569459495
Dawson Creek Airport,Chetwynd Airport,90.9630729505063,0.11370384118813287,284.2596029703322
Dawson Creek Airport,Grande Prairie Airport,103.26900753908205,0.12908625942385257,322.7156485596314
Dawson Creek Airport,Peace River Airport,179.08114566469644,0.22385143208087055,559.6285802021764
Dawson Creek Airport,Mackenzie Airport,192.51275491734413,0.24064094364668015,601.6023591167004
Edmonton International Airport,Edmonton City Centre (Blatchford Field) Airport,29.50960447106064,0.0368870055888258,92.21751397206451
Edmonton International Airport,Red Deer Regional Airport,127.24849351696426,0.15906061689620532,397.6515422405133
Edmonton International Airport,Rocky Mountain House Airport,132.43115686242004,0.16553894607802505,413.84736519506265
Edmonton International Airport,Whitecourt Airport,172.73264557007678,0.215915806962596,539.78951740649
Edmonton International Airport,Vermilion Airport,183.66505263262442,0.22958131579078053,573.9532894769513
Arviat Airport,Whale Cove Airport,149.62261555729535,0.18702826944661918,467.57067361654794
Arviat Airport,Rankin Inlet Airport,217.11724439128488,0.27139655548910613,678.4913887227654
Arviat Airport,Churchill Airport,262.3725663669191,0.3279657079586489,819.9142698966222
Arviat Airport,Nejanilini Lake Airport,272.216067230512,0.34027008403814,850.67521009535
Arviat Airport,Chesterfield Inlet Airport,305.22222481925604,0.38152778102407003,953.8194525601751
Estevan Airport,Sloulin Field International Airport,125.12778167467894,0.1564097270933487,391.02431773337173
Estevan Airport,Minot Air Force Base,147.50017279793303,0.1843752159974163,460.93803999354077
Estevan Airport,Minot International Airport,162.975118529528,0.20371889816191,509.29724540477497
Estevan Airport,Virden/R.J. (Bob) Andrew Field Regional Aerodrome,165.78668890810917,0.20723336113513646,518.0834028378412
Estevan Airport,Regina International Airport,182.82117778181515,0.22852647222726893,571.3161805681723
Edson Airport,Whitecourt Airport,77.09977202973114,0.09637471503716392,240.9367875929098
Edson Airport,Hinton/Jasper-Hinton Airport,90.3209041588993,0.11290113019862412,282.2528254965603
Edson Airport,Rocky Mountain House Airport,165.33073132182173,0.20666341415227715,516.6585353806929
Edson Airport,Edmonton International Airport,194.00944739136116,0.24251180923920146,606.2795230980037
Edson Airport,Edmonton City Centre (Blatchford Field) Airport,194.99981737926288,0.2437497717240786,609.3744293101965
Eureka Airport,Grise Fiord Airport,403.7737249202454,0.5047171561503068,1261.792890375767
Eureka Airport,Siorapaluk Heliport,407.17685443541734,0.5089710680442717,1272.4276701106794
Eureka Airport,Qaanaaq Airport,451.83015256866514,0.5647876907108315,1411.9692267770786
Eureka Airport,Alert Airport,483.30926206069006,0.6041365775758626,1510.3414439396565
Eureka Airport,Thule Air Base,544.3675950458273,0.6804594938072842,1701.1487345182106
Inuvik Mike Zubko Airport,Aklavik/Freddie Carmichael Airport,63.60962201112513,0.07951202751390642,198.78006878476603
Inuvik Mike Zubko Airport,Fort Mcpherson Airport,115.60091520944815,0.1445011440118102,361.2528600295255
Inuvik Mike Zubko Airport,Tuktoyaktuk Airport,127.28291932541859,0.15910364915677325,397.75912289193315
Inuvik Mike Zubko Airport,Old Crow Airport,278.6661341059013,0.3483326676323766,870.8316690809414
Inuvik Mike Zubko Airport,Fort Good Hope Airport,310.2962887007807,0.3878703608759759,969.6759021899397
Iqaluit Airport,Kimmirut Airport,120.98735302208345,0.15123419127760432,378.0854781940108
Iqaluit Airport,Kangiqsujuaq (Wakeham Bay) Airport,296.9995177404634,0.3712493971755792,928.123492938948
Iqaluit Airport,Pangnirtung Airport,298.19975021134246,0.37274968776417805,931.8742194104451
Iqaluit Airport,Quaqtaq Airport,306.97547359557393,0.3837193419944674,959.2983549861684
Iqaluit Airport,Cape Dorset Airport,393.414239634236,0.49176779954279504,1229.4194988569875
Fredericton Airport,Saint John Airport,79.51598809048542,0.09939498511310678,248.48746278276695
Fredericton Airport,Houlton International Airport,101.23698351455926,0.12654622939319907,316.36557348299766
Fredericton Airport,Eastport Municipal Airport,112.87875075979223,0.1410984384497403,352.74609612435074
Fredericton Airport,Greater Moncton International Airport,146.51186714206958,0.18313983392758698,457.84958481896746
Fredericton Airport,Northern Maine Regional Airport at Presque Isle,147.6821598870849,0.18460269985885613,461.50674964714034
Forestville Airport,Rimouski Airport,53.362233326680034,0.06670279165835004,166.7569791458751
Forestville Airport,Mont Joli Airport,67.23741567342825,0.08404676959178531,210.11692397946328
Forestville Airport,Baie Comeau Airport,78.25884051078539,0.09782355063848173,244.55887659620433
Forestville Airport,Rivière-du-Loup Airport,115.00573230889957,0.14375716538612446,359.39291346531115
Forestville Airport,Matane Airport,121.38875634459306,0.15173594543074131,379.3398635768533
Flin Flon Airport,The Pas Airport,87.55805852709398,0.10944757315886747,273.6189328971687
Flin Flon Airport,Pukatawagan Airport,122.14681943439557,0.15268352429299445,381.70881073248614
Flin Flon Airport,Hudson Bay Airport,211.28690382496436,0.2641086297812054,660.2715744530135
Flin Flon Airport,Nipawin Airport,213.73297675772716,0.26716622094715897,667.9155523678975
Flin Flon Airport,Leaf Rapids Airport,230.60931948946265,0.2882616493618283,720.6541234045708
Fort Resolution Airport,Hay River / Merlyn Carter Airport,119.41404574149972,0.14926755717687465,373.16889294218663
Fort Resolution Airport,Yellowknife Airport,148.23397147778067,0.18529246434722585,463.23116086806465
Fort Resolution Airport,Fort Smith Airport,160.2454126953386,0.20030676586917323,500.76691467293307
Fort Resolution Airport,Lutselk'e Airport,210.17345923957356,0.26271682404946695,656.7920601236674
Fort Resolution Airport,Whatì Airport,285.6371897495042,0.35704648718688026,892.6162179672007
Fort Simpson Airport,Wrigley Airport,197.35060794971645,0.24668825993714555,616.7206498428638
